1,0
51,0.000007
101,0.00002
151,0.000043
201,0.000076
251,0.000116
301,0.000149
351,0.000228
401,0.000271
451,0.000365
501,0.000433
551,0.000513
601,0.000617
651,0.000733
701,0.000873
751,0.000975
801,0.001065
851,0.001236
901,0.001371
951,0.001668
1001,0.001803
1051,0.001957
1101,0.002143
1151,0.002267
1201,0.002407
1251,0.002716
1301,0.002982
1351,0.003155
1401,0.003387
1451,0.003639
1501,0.003797
1551,0.004215
1601,0.00443
1651,0.004645
1701,0.004944
1751,0.005236
1801,0.005736
1851,0.005973
1901,0.006113
1951,0.006463
2001,0.006787
2051,0.007259
2101,0.007489
2151,0.007837
2201,0.008298
2251,0.008968
2301,0.008994
2351,0.009408
2401,0.009787
2451,0.010406
2501,0.010845
2551,0.011072
2601,0.011399
2651,0.012096
2701,0.012378
2751,0.012925
2801,0.013679
2851,0.013739
2901,0.014464
2951,0.01457
3001,0.015066
3051,0.01627
3101,0.016119
3151,0.016867
3201,0.017345
3251,0.018364
3301,0.018725
3351,0.019243
3401,0.019939
3451,0.020882
3501,0.021282
3551,0.021452
3601,0.022361
3651,0.022409
3701,0.023867
3751,0.024541
3801,0.024899
3851,0.025523
3901,0.025826
3951,0.026733
4001,0.026874
4051,0.027642
4101,0.028525
4151,0.029058
4201,0.029524
4251,0.030461
4301,0.031661
4351,0.032017
4401,0.033287
4451,0.033589
4501,0.034553
4551,0.035119
4601,0.037944
4651,0.036608
4701,0.037464
4751,0.03865
4801,0.041419
4851,0.040617
4901,0.040606
4951,0.041511
5001,0.042601
5051,0.043301
5101,0.044011
5151,0.0456
5201,0.045616
5251,0.046978
5301,0.047794
5351,0.049003
5401,0.049341
5451,0.050999
5501,0.052267
5551,0.051806
5601,0.053168
5651,0.054075
5701,0.055391
5751,0.056126
5801,0.057653
5851,0.057574
5901,0.059065
5951,0.061126
6001,0.061279
6051,0.062264
6101,0.063764
6151,0.064492
6201,0.06568
6251,0.066445
6301,0.066869
6351,0.068738
6401,0.070389
6451,0.07108
6501,0.072038
6551,0.073206
6601,0.074706
6651,0.075325
6701,0.076601
6751,0.077743
6801,0.079085
6851,0.080417
6901,0.082315
6951,0.081646
7001,0.083762
7051,0.085387
7101,0.086649
7151,0.086693
7201,0.087896
7251,0.088956
7301,0.091258
7351,0.092456
7401,0.091917
7451,0.094616
7501,0.096378
7551,0.097144
7601,0.098624
7651,0.09899
7701,0.100585
7751,0.101884
7801,0.103005
7851,0.104512
7901,0.106791
7951,0.106906
8001,0.109445
8051,0.110234
8101,0.111381
8151,0.111889
8201,0.11482
8251,0.116683
8301,0.118614
8351,0.119502
8401,0.120594
8451,0.12114
8501,0.121901
8551,0.125243
8601,0.125827
8651,0.127979
8701,0.129064
8751,0.131119
8801,0.131557
8851,0.134355
8901,0.134823
8951,0.136184
9001,0.138236
9051,0.139409
9101,0.141365
9151,0.143576
9201,0.144311
9251,0.145206
9301,0.147995
9351,0.14969
9401,0.149018
9451,0.148886
9501,0.154102
9551,0.155186
9601,0.15551
9651,0.158969
9701,0.160079
9751,0.163033
9801,0.162984
9851,0.164861
9901,0.166356
9951,0.168104
